,0_names,0_pvals,0_logfoldchanges,1_names,1_pvals,1_logfoldchanges,2_names,2_pvals,2_logfoldchanges,3_names,3_pvals,3_logfoldchanges,4_names,4_pvals,4_logfoldchanges,5_names,5_pvals,5_logfoldchanges,6_names,6_pvals,6_logfoldchanges,7_names,7_pvals,7_logfoldchanges,8_names,8_pvals,8_logfoldchanges,9_names,9_pvals,9_logfoldchanges,10_names,10_pvals,10_logfoldchanges
49,B4GALT1,3.6915177237987126e-05,1.2094043,LLPH,0.0016461000386807502,0.44594166,ID3,9.402307815892202e-12,0.9816891,PKM,1.0995141848565796e-11,0.5108111,OPN5L2,0.15895368281837352,24.40721,DAAM2,0.20839077293733937,2.3116121,GTF2A2,0.11202673110512752,0.99180216,TMEM183A,0.26679005916723014,1.475709,ACSL1,0.21994423980726363,2.1552353,CEP164,0.2517311115296101,2.9752133,EIF4G1,0.2271058908913039,2.0579398
50,SNX10,4.3033276280864905e-05,1.7691106,P4HA2,0.0016972682014339783,1.1369942,MDK,1.4490593692459877e-11,0.72542155,PDE6D,2.124251102728896e-11,1.3245894,PCSK2,0.1590693824032363,3.3052466,AMN1,0.21185755204014228,2.2792664,VTG1,0.11665989229438964,3.9009645,KIAA0100,0.2752111888147863,2.7183707,LRRC3B,0.2272039533117989,3.4059935,TPR,0.2458792038461596,1.5211365,GATAD1,0.22929361950303728,2.1150906
51,UCH-L1,7.089610904655763e-05,0.6527757,MVK,0.0016970471638204862,0.59001815,GALNT1,1.7917653373273275e-11,1.2609715,CKAP2,2.1917376304847376e-11,0.847549,HERPUD2,0.1587010454016995,0.94942224,NECTIN4,0.21388701733008558,3.6054292,MRPL19,0.11731082492570755,0.94496405,RBBP5,0.27026373333298914,1.474854,ADAMTS3,0.22743858358374228,3.3927774,NECTIN1,0.2565805724974342,2.9075177,EIF2A,0.23153207980732698,1.6080599
52,S1PR1,8.592093017548563e-05,1.9061475,ARHGDIB,0.001768822560632773,0.45128605,QPCT,1.8069774970769907e-11,1.4195819,HOXB5,3.642534526911782e-11,1.1352985,FBXL8,0.15975385496277303,2.1497414,MIA3,0.21468721468803825,1.5015999,DTD1,0.11751151313746892,1.0900075,SPATA17,0.27453146762855596,2.6763475,USP34,0.22647531469753399,2.1633515,UBE2J1,0.25652580762958677,2.93812,BCLAF3,0.24051349095019517,3.328033
53,B3GNT7,9.281037953194145e-05,1.9412863,TMEM120A,0.002048672572243331,1.1925851,OLFML3,2.6063011028675225e-11,2.53085,PAK1,4.9120501758187803e-11,1.8538139,EARS2,0.16152359138140313,1.7840712,WSCD1,0.22153174147848456,3.489782,P3H4,0.12000094766050118,2.6563542,PCGF6,0.2769388918117339,2.6146305,GMPPB,0.23652925262965294,1.6704887,ANKRD26,0.2579527862970629,2.8733687,PDHA1,0.23342251248828488,1.3010131
54,ARHGEF9,0.00010673827636926275,0.9141802,FGF10,0.0020785879078524853,1.2101426,LFNG,3.464433710730951e-11,1.0777738,TCF7L2,4.881159185050697e-11,1.3586626,MARK1,0.1674199223466127,1.734624,FIBIN,0.2201338133029533,1.4936678,PSMA6,0.11796335578503296,0.75565845,SH3GL1,0.2773269679625487,1.792487,JAM3,0.23618045396091303,1.418339,SRSF3,0.25090259856834507,0.80543435,RRP9,0.23703898638700294,1.5735552
55,COL4A1,0.00012836943175712704,1.1096303,NEBL,0.0024390017714911636,1.2387878,CYR61,6.289364190747942e-11,1.41766,SELENOU,6.246057872656638e-11,1.6805915,HDLBP,0.16691738591156585,0.6725968,RSBN1L,0.22339352065030524,1.455829,MAST2,0.1210276371415898,3.764426,ZNF638,0.27844349162663734,2.6163657,TPD52,0.23885967304535333,1.5820948,MCM8,0.25892222598955356,2.8635287,BRF1,0.24501618737959396,3.1114378
56,LDHB,0.0001298051817239727,0.25535357,ZDHHC20,0.002777932752904744,2.3910964,GMDS,1.9226699581603803e-10,1.8135546,PDGFA,1.338299978337197e-10,1.8224977,MOS,0.1723217212415839,5.5529914,ICMT,0.22519349964324048,1.6949725,PTTG2,0.11917506362733461,0.87949944,FAM208A,0.28006359825081995,2.605167,PARP12,0.24665157888805583,3.0340133,VPS26A,0.25973444061654033,1.4875021,RAB18,0.24033239230298203,1.9740602
57,MNX1,0.00021998531519478034,3.0284662,KCNJ5,0.003197634465270578,1.3548274,MESP1,3.292277883832433e-10,1.7815014,CDH11,1.5308805773979267e-10,2.221934,SLC44A1,0.17165462336297455,2.808664,TIPIN,0.2258474604245765,1.2624894,GNPDA2,0.12184228935029227,2.3074243,TAF13,0.27901671785640597,1.431453,KRT7,0.24908371248908026,3.4272375,MTRF1L,0.26845543582944026,2.7314024,CCNA2,0.24543000559741657,3.0638385
58,CACNG3,0.00024193065111839456,1.0755659,NTM,0.003447858003879011,0.7337887,CDON,3.7766930550239213e-10,2.1208584,HOXA9,1.616358286980061e-10,0.96898705,SLC1A3,0.1727555779309215,2.6830785,PTPRD,0.22779440669611267,3.3235433,MRPL48,0.12014573546974729,0.9265582,TLE4,0.28110216728322673,1.7976984,USF1,0.24736025188176508,3.0094268,NECAP1,0.2662586179715976,1.8600426,SLC39A14,0.24732603449276933,3.0415316
59,HEXB,0.0002852238564835075,0.95437104,SEPT9,0.0038420944142642482,0.45896456,RIPPLY2,5.304453229185247e-10,3.346229,PSAT1,1.747985498444181e-10,1.4359528,TATDN1,0.17262101978647595,1.0015835,KIF7,0.22854142564330274,3.2829921,DCTN6,0.12180486892572594,1.096059,C12orf43,0.28330184587192,2.5686154,ACVR2A,0.24322099708443315,1.5754813,OGDH,0.2660645584138144,1.4138846,B4GALT2,0.24952044522514688,1.9672314
60,CFC1,0.0002917626462866751,1.359689,SIK1,0.004357736139308892,0.94460785,TIMP3,6.266883066705505e-10,1.4810195,PTTG2,1.6986914566480182e-10,1.0104294,TEAD1,0.17372598220570704,2.738708,FAM84A,0.23199159917000717,3.2667117,PPIA,0.12149335296154694,0.39734823,RRP7A,0.27977804354676017,1.4092206,JAG2,0.24837849930051165,3.0052898,GATA2,0.2744189905672686,2.6934266,ARHGAP19,0.24850979446745886,1.9411318
61,CDX1,0.00037399147865518976,2.1318793,SYNPR,0.0044161682583400835,1.0542146,RASGEF1B,1.3519108988086755e-09,2.355903,MYLK,2.5380885595643455e-10,2.3578045,CHL1,0.17419083066484628,2.8650641,ABHD18,0.232816839177558,1.2607468,MYH15,0.12617757665667484,3.5783584,RABL2B,0.28425088234136964,2.5419595,ALX1,0.24837850384777574,3.0052896,SBDS,0.26977772760580865,1.4455167,KPNA2,0.24602775789442563,1.3132759
62,ENHO,0.0003770111190125779,0.700427,FAM46A,0.00507660194904038,1.2791579,GAS6,1.564137737419763e-09,2.3490317,PTN,2.31660983186388e-10,1.0724685,PACRG,0.17686532841698074,2.6451197,PTBP3,0.23775898963008985,3.13781,ARFIP2,0.12444061242003676,1.3219597,THUMPD3,0.28406459101853965,1.1870852,MED4,0.24662052878620394,2.017833,UBE2A,0.2717295669592061,1.8223693,WAPL,0.24910633324845535,1.9206339
63,MAOA,0.00040360535857429604,2.5574768,TMEM35B,0.005267597986039806,0.55913234,ALCAM,2.2531325425721464e-09,1.6948498,MTAP,2.493572261798121e-10,1.500352,ADSL,0.17641762226923446,0.8246214,RUNX3,0.23854316705207673,3.10208,ATRX,0.12579940855642568,0.823489,RNF185,0.28685259543343716,1.7561964,KCTD6,0.24597129419869365,2.0004323,POMGNT1,0.27637840917697626,2.6613626,RDH11,0.2504222570741694,1.9314433
64,HOXD12,0.00042992118308945873,0.54261965,TIMM50,0.0055123363676304335,0.48637098,ALDH1A3,2.6222558181336444e-09,3.800159,GLCCI1,4.1257456416010435e-10,1.1567945,B4GALT1,0.17638727227671702,1.1562407,METTL8,0.24280835211488142,3.0531735,NCMAP,0.12862775938128157,3.5077996,NR1D2,0.28997015717536484,2.4727113,BCL2,0.2506724388648339,2.9870512,LDLRAP1,0.27867810462255727,2.6170826,TBCCD1,0.25882177095928366,3.0217988
65,KRT18,0.00043713290591241075,1.3812436,IL17RD,0.005762821157960017,0.5920165,DKK3,3.060131082189209e-09,1.2348453,UCH-L1,1.1690946494204119e-09,1.1251144,APCDD1,0.17682856677330105,0.837861,ATAD2B,0.24359395279527812,3.1341336,COQ2,0.1280471955840517,2.4808202,SGPL1,0.28965088009764794,1.4352363,USP46,0.2512075772840052,2.9811776,ACBD5,0.2791480049496883,2.6361887,TYSND1,0.2581560943236282,2.8663805
66,AGTRAP,0.0004981993693082548,1.6157359,MID1,0.006096906493565253,0.560675,KDELR2,3.339670492203692e-09,0.74889255,TXN,1.4328533830065536e-09,0.54711676,CUEDC1,0.17949049676374612,2.64512,C8G,0.24361122815540948,3.0194483,SLC35C1,0.12740812054174547,1.3034968,SEPT9,0.2915148883723321,1.1795713,ARL4C,0.2458197794993545,1.1556549,C7H2ORF69,0.2830325297011202,2.6550686,B2M,0.25317308203495786,1.9297935
67,SAT1,0.0005295040423721834,0.82594436,CXCR4,0.007050676358529985,0.59475005,TSKU,3.686718418042984e-09,2.1990259,TMEM132C,1.7606742146830903e-09,1.8169134,SLN,0.18621161327190694,4.5526514,SCARB1,0.24361122815540948,3.0194483,EPRS,0.12716925055734016,0.72252077,PURH,0.29096079177696593,1.0012113,RNF126,0.2479390213033792,1.5333194,NUBP2,0.2815018206508114,2.580861,TUBB6,0.25800423710606535,2.911758
68,MT4L,0.0006577038207983451,0.99819106,PPM1E,0.007089588130689188,1.030605,EBF3,3.823670006436704e-09,2.4033566,CMTM8,2.1274005479790527e-09,1.2085106,GPR37L1,0.18621161327190694,4.5526514,COBL,0.24361122815540948,3.0194483,EIF4E,0.1272849419327871,0.90300155,EGFR,0.29522727525116493,2.4160635,ELMOD2,0.254070230484039,2.9245334,SERTM1,0.28693221112065687,2.9317634,GTSE1,0.2548242065069201,1.9620306
69,ARID1B,0.0006901063876059421,0.7868762,CD276,0.007349946362040731,0.5165167,CA2,4.362848744614848e-09,3.0603309,CALM2,2.0633479725977443e-09,0.65814006,RNF212,0.18621161327190694,4.5526514,MAP3K8,0.2487229974907358,2.941276,LSM10,0.12967788851993722,2.4660776,ATP6AP2,0.2945093458140736,1.6881033,PLA2G6,0.25817205319938963,2.8479998,NOC4L,0.27952327552421574,1.7657998,AMD1,0.26274610858536523,3.3705964
70,AXIN2,0.0007082242466561442,1.1249048,PARP16,0.00845762797649166,0.6862165,EBF2,5.125191237862052e-09,3.000852,MAPRE2,2.7228909357762503e-09,1.2785051,SDC1,0.18693627705580534,2.522364,PXK,0.253037119848687,2.8974302,ZNF330,0.12888124364084041,1.7305704,CDK9,0.29939679831723126,2.2892122,MVB12B,0.2555555532273782,1.9160249,HABP4,0.2869852649531164,2.616769,PAICS,0.25406689490698076,1.2978445
71,STK26,0.000728694100922735,0.7271483,GDF3,0.009043958339704254,0.7011644,FMOD,5.9234513238363826e-09,3.0825243,HOXD13,2.9596083817078125e-09,2.064394,MAGI2,0.18782749469446922,2.498141,MTHFSD,0.2541563943926391,1.5490117,JPT2,0.12849416286027157,0.80635846,SAR1B,0.301086145632158,2.545829,ERLEC1,0.26179561206157326,2.8190317,SRD5A3,0.2861472579815768,2.5488222,CASC3,0.2606461061886777,1.8892964
72,LRP11,0.0007588317453359225,0.6997213,SMAD2Z,0.009108708155218793,0.50320697,GDF3,1.0006354777760886e-08,1.5755678,GDPD4,4.254808207788493e-09,4.924412,KIF3A,0.18755744192992224,1.9821037,PLBD1,0.25757072334929854,2.9118505,PISD,0.1297519111755664,1.750895,PCDHGA2,0.3014901103194542,2.278761,SLC35B3,0.26530245693110605,2.8812006,ORAI1,0.289626104129298,2.5705192,GATA5,0.2625844988930281,2.866353
73,PIK3R5,0.0009147786538720502,1.7487432,RAPGEF1,0.00951386526040324,0.6758625,TPM1,1.495859526042689e-08,0.8765502,ARL4C,4.221541284331588e-09,1.0272356,MPPED1,0.1903942466403038,1.9451638,GNS,0.2568213411130299,1.3190906,RRAGB,0.12918851501493864,1.1260499,LSM1,0.2993662143601725,1.6888928,GRK3,0.2623911045354032,1.8603641,MAD2L1BP,0.28443416949467026,1.7343822,HEATR5B,0.2664346644855278,2.7532525
74,SPIN1W,0.0009428279349157367,2.198515,PITX2,0.011040295586842688,1.9520565,RASA3,1.7565178257115547e-08,1.7080534,XPA,5.5593313631261405e-09,0.78716767,ALDH1L2,0.19108720357830442,1.4182284,HACD4,0.25907438041312447,2.796547,ATOX1,0.12952481443372849,0.84291905,KATNBL1,0.2997875946031088,1.6539855,DIS3L,0.26733853880142994,2.8404987,ACLY,0.2912121977156858,2.4762628,MAP2K2,0.2664346644855278,2.7532525
75,PFKL,0.0009871284472265708,0.7180711,CABP1,0.01153369778389638,1.3657477,HSPA5,1.8359909153017995e-08,0.52644175,CCT6A,6.060957221542233e-09,0.5718901,PIP5K1A,0.19207868116445193,2.464673,SLC39A3,0.2578204606217646,0.6461091,ATP6V1G1,0.1297829127635752,0.7161202,FNDC3A,0.30325962919103344,2.3432806,CACNG3,0.2631456765279834,1.8963748,LARP1,0.287263674297801,1.3705295,DNM1L,0.2619494076814947,1.2814716
76,GPR37,0.0009978949739798471,1.9481901,KCNA3,0.012211588526550327,1.4661524,ARHGDIB,2.0271131246589567e-08,0.84044653,SPARC,6.2224876761658786e-09,1.099008,CACNG4,0.19207868116445193,2.464673,TMEM37,0.2608199171360298,2.842739,UQCC1,0.13206625946725564,1.527358,REPS1,0.3045157249723381,2.3535411,P3H4,0.2664570043387414,2.7870615,ERLIN2,0.29374573145554206,2.4675224,CSNK2A2,0.26824474043111285,2.7377777
77,SENP5,0.0009973780844107654,0.99290854,PRR5,0.013182681856083279,0.6671245,DLL1,2.2073362894342727e-08,0.78635365,CIRBP,6.093264077016354e-09,0.49826086,TAL2,0.19334557970307786,4.2305527,HS3ST1,0.26431233848493,2.729263,TRMT61B,0.13252666778526084,1.6949272,SIRT1,0.30313803159000063,1.6578578,EHD3,0.26498251762257663,1.0987229,SPSB1,0.2954663459289398,2.3648787,TGIF1,0.2652349001611705,1.8842925
78,ST14,0.0010614119392562842,0.94931793,FAM91A1,0.013386004539601535,2.700432,CRIP1,2.793564581869486e-08,3.619184,AZIN1,7.282205928920516e-09,0.8408291,FBXO30,0.19334557970307786,4.2305527,MYO3B,0.2695907001037298,2.664963,TFB1M,0.1345240529190925,2.2407684,EBAG9,0.3033960717552123,1.3375937,FUBP3,0.2657120885105986,0.9570174,PTPN11,0.29545340520581986,2.4442415,VPS37A,0.2696533757179565,2.7161539
79,ID4,0.0011790518527108967,0.5475657,MCM10,0.013521305254573035,1.4215962,CD38,3.297870744253829e-08,2.3977175,AP1S2,8.672319824616752e-09,1.2601563,MTRF1,0.19332843174442188,1.090157,RNASEH2A,0.2695907001037298,2.664963,IGF1R,0.13307317487708786,0.9426,SDC3,0.3027868325849792,1.1437182,MRPS5,0.2658429916074435,1.0817472,TSR3,0.2966984697808851,2.4442415,EZR,0.2707276095438675,2.7273512
80,MYO1E,0.0011831975818046097,1.3054003,TRUB2,0.013678597719082732,0.8032395,SLC35G2,3.199484009507501e-08,1.7703366,BIRC2,1.1432620092060014e-08,1.0777541,ARL4A,0.1963201820154441,1.8884047,PITX2,0.2704862270985217,3.0205312,GPBP1L1,0.13447004451877437,1.3014345,ALDH5A1,0.30790620098083743,2.3751929,ANKRD11,0.26661739520365146,1.1214937,FZD2,0.2970331336363557,2.439958,GATA2,0.274418997911859,2.6934264
81,TNFSF10,0.001213027504193619,0.7504907,BCL11A,0.014633547631028946,1.073089,PPID,4.1276520663072187e-08,0.7283148,CNN3,1.2789045964995468e-08,0.8171161,TMEM150C,0.196459851517287,1.4173498,FKTN,0.27201418026349694,1.8448838,PODXL,0.1356849787001271,1.5468442,MINDY1,0.3057558597251744,1.6306121,TAF8,0.2688929078618367,1.8228636,NSMCE1,0.2998015593901855,2.4674091,METTL3,0.2755996779792832,2.6638486
82,TPD52,0.0012371477412265071,0.71514404,GRTP1,0.015107195555297322,0.7413568,HPCAL1,4.711754433952668e-08,1.4102304,HMGB2,1.3930725585706034e-08,0.5415395,SLC35B4,0.1969031632539079,1.6000149,RPGRIP1L,0.2735188455516053,2.6779377,EIF4EBP3,0.13614254516338595,1.2483585,SREK1IP1,0.3072571685620129,1.6470739,ALDH9A1,0.26905711669497945,1.2386397,CENPL,0.29988632569226664,2.4781566,TCOF1,0.2720459097162888,1.1753408
83,TTC39A,0.0012696143033673701,2.2717857,SMAD6,0.015366504397163139,0.68018836,KANK1,8.973460165558019e-08,1.3835982,TIMP3,1.679989046397453e-08,1.3972247,RNF152,0.19680235538568128,1.5756736,PEX13,0.272042253373102,1.2684206,SNX6,0.13662788096413275,1.1591452,DOCK1,0.3131573994239987,2.2750332,VPS35L,0.27222111649847974,2.0063508,UTP11,0.29636242278102287,1.3460629,ELP4,0.278876344554332,2.7556505
84,KCNK17,0.0013762829594622919,3.2575197,ISLR,0.016764091203385015,1.138222,STRA6,1.0447793563962988e-07,1.1009959,ZFHX3,2.2232661376448347e-08,1.5710536,ACADSB,0.1982242102706407,1.2457178,KLHL36,0.27238743877201094,1.1214169,SERBP1,0.13603102156870875,0.36703044,ALKBH1,0.3115492262724047,1.5894712,LRWD1,0.26991152534946716,1.4856689,USP47,0.29771419269965604,1.656793,TOMM7,0.2723004687323107,0.88876843
85,LEFTY2,0.0014448635596478036,2.758361,ABHD4,0.01722871620190624,0.97993857,SNAI1,1.2133548928965625e-07,2.9289088,MIF,2.5054855161837293e-08,0.4253227,SIN3B,0.20060186843236155,3.9673474,MAP1B,0.27232502482288634,0.81545097,TPT1,0.13634328270964954,0.4334981,ITPR2,0.31359372371880784,2.2789283,ARHGAP5,0.27043340950508954,1.4410744,NDUFAF1,0.29778296816569616,1.313211,ELAVL4,0.27614522275367015,1.8326863
86,ARL1,0.0014770338904363843,0.48887485,APLP2,0.01816630641758879,0.25846937,PLOD2,1.288565627917099e-07,1.4235109,GDF2,3.0383732943317654e-08,4.5868316,PHLPP2,0.20060186843236155,3.9673474,PHLDB2,0.2739920635594113,2.6286302,MED30,0.13755474417278632,1.6754056,AHSA1,0.31361993004624245,1.1214283,ATP6V1H,0.2721067701758123,1.8220538,GSN,0.3038604863002794,2.3654056,EME1,0.2791480049496883,2.6361887
87,EIF3H,0.0016463194664911149,0.30621442,CFD,0.018196212347643428,0.9195817,CALM1,1.5895479908116796e-07,0.56406784,UHRF1,2.8240804676640132e-08,0.7893701,CAMSAP1,0.20161195631231793,2.3776875,RAB28,0.27354957274967767,1.830703,PFDN1,0.13829264927317053,1.0047562,UPF2,0.3164311133264299,1.2719105,CRKL,0.27552006118775685,2.6537971,RARS2,0.3043337200652375,2.355504,CTSA,0.2761316719499925,1.7636212
88,CNTN2,0.001658471657905465,1.6089693,PLPPR3,0.01823498968130898,0.94581604,PCSK5,1.8149815076556033e-07,1.3302758,HDGF,3.927464293460109e-08,0.45838282,BCL11A,0.20157027412206993,1.5618824,AGT,0.2749086503600007,2.6033926,CORO7,0.1401777949014594,2.388515,LEPROT,0.32252175715032827,1.5753282,C16orf72,0.27445238414735973,1.8170233,ZNF622,0.30311255454378705,1.6420305,EMG1,0.27890576406671547,1.8684558
89,TENM4,0.0017386508169569043,2.2528138,SUCO,0.01868170812586304,3.0443301,STBD1,2.052699180129224e-07,3.309902,LDHB,4.379296687081652e-08,0.41228074,DACT1,0.20311789236195157,1.5833921,DHDDS,0.2765827069191854,1.7977779,NOV,0.14148822886709472,3.3779597,GOLGB1,0.324861036159223,2.1773298,PPFIBP1,0.271487762848778,0.9220187,MYO9B,0.3092801947181839,2.2991624,SNRNP40,0.2743574533728563,1.1912781
90,AIG1,0.001812514939341653,1.0917851,PLXNA2,0.01933400268527525,2.3669624,COL8A1,2.0935132944217484e-07,3.7040186,THBS1,6.296431672892095e-08,2.1911218,MRAS,0.2037790883904807,1.8555521,GPR180,0.2802653591344014,2.5443292,OFD1,0.14258199957768888,2.6641648,ZFHX3,0.32654093142260576,1.5393456,FAM161A,0.27246646964783333,0.761156,MTMR9,0.3150419738611001,2.314671,MCAT,0.28067977818664713,2.600579
91,MDK,0.0018302982188744853,0.32150874,RUVBL2,0.019705969753032102,0.780855,EYA2,2.0942815159574125e-07,2.8453448,TUBA1A,6.683658594169208e-08,0.60377264,NEMF,0.20427848678305918,1.0282784,REL,0.2796978509788767,1.7843803,TOR2A,0.14322351588656537,2.319005,MCL1,0.32942668919784124,1.5093597,RB1CC1,0.2793095145938833,2.600638,Wpkci-7,0.31089477148312483,1.3537804,TXNIP,0.28137825379338627,2.5660527
92,ITGA4,0.0018856017088706735,1.7919754,RALY,0.020657282359590707,0.7634841,HMGN1,2.655220316425106e-07,0.6514196,RASL11AL,9.333695984531963e-08,1.8114825,MAPK12,0.20448473886907106,1.5618826,KRT19,0.2797443663469061,0.8137025,CHP1,0.14238923804693038,1.2287247,WDHD1,0.3292451106080423,1.541365,GCNT1,0.27937557921220174,2.6411932,MTHFS,0.31545826314593023,2.2475865,KRT18,0.28198311030617756,2.6192172
93,METTL6,0.0021414255668869846,0.5008287,FAM49A,0.02134850383093155,0.5038379,COL5A1,3.742202716516963e-07,0.933157,CHD7,9.570530359273375e-08,0.6965921,ATP2B1,0.20466639853804663,0.5931556,DDX41,0.28068042720838304,1.2252072,CBX3,0.14209415512935056,0.69148445,GUCY2C,0.33992842345813545,7.8771772,HES1,0.27878161811838875,1.8055999,TSPAN13,0.3170516096452206,2.307994,STX2,0.27909051287595477,1.7714814
94,CTSV,0.0022301260375237365,0.5153254,LPL,0.02227633063268981,0.8114494,ACTN1,4.1089621217844335e-07,0.7706653,SPAG9,1.0120310091199251e-07,1.7073127,HIKESHI,0.20615791692866467,0.79015154,CMPK2,0.2847051302851821,2.5108616,GGNBP2,0.14536888147735996,1.6885614,gga-mir-6632,0.33992842345813545,7.8771772,DPYSL2,0.27655223703297377,0.99016863,PYGO2,0.316461513233146,2.252182,ABCB10,0.28413310249028684,2.5647547
95,GATA2,0.0022664138471790874,1.2315799,RRP12,0.022461517775270425,0.4458865,COL6A3,5.003083706541349e-07,2.4326737,YWHAZ,1.2281170549309471e-07,0.5475738,GPR21,0.20797765039503796,3.7447844,PPP4R1,0.2847051302851821,2.5108616,CHD7,0.14453753873946854,0.70589304,CPSF7,0.33992842345813545,7.8771772,GNPDA2,0.2839557967917895,2.7787824,PARD6G,0.3241600100170975,2.222427,KLHDC2,0.281693116646827,1.7418987
96,S100A6,0.002270246249980786,0.7236299,Otx5,0.02312999455400465,2.477531,Meis2a.2,4.947925693667818e-07,1.0647409,HOXB7,1.278660305062151e-07,1.206636,HECA,0.20797765039503796,3.7447844,CACNG4,0.29011768374443,2.4553776,NDE1,0.14613133739805126,1.4723363,RF00015,0.33992842345813545,7.8771772,GEMIN4,0.2796090014600671,1.4163345,FBXL3,0.32427452455910744,2.1985424,TYW3,0.2855262740185425,2.5488222
97,CHAC2,0.002350116009454715,1.3172679,ETV5,0.023366795363330698,0.54248136,RNF11,4.975114805589437e-07,1.0827923,CCND1,1.6582174217229545e-07,0.8729377,BVES,0.20797765039503796,3.7447844,STAT2,0.2910917239063829,2.4329584,ID2,0.14653098259821215,1.021523,FNDC5,0.33992842345813545,7.8771772,CFDP1,0.28196586121174755,1.7798197,PSMG1,0.32191209037175006,1.5443889,LIG3,0.2825494468425015,1.723401
98,LYPD6B,0.0024512764282546688,1.0998503,STRADA,0.024877128380351613,0.43381515,LIMD2,5.378039370812701e-07,1.0177788,DBNDD2,1.7588759956954728e-07,1.7996336,TMEM192,0.20675281693237102,1.4095094,RAB11FIP1,0.2910917239063829,2.4329584,STOX2,0.14683931032034228,1.6265273,EPHA8,0.33992842345813545,7.8771772,HIKESHI,0.2818117924072344,1.4698515,SMARCC1,0.32208840399868327,1.548803,MAP2K4,0.2836798017260356,1.7418984
99,BICD2,0.002556807623940152,0.99761,ITM2C,0.02512017785617823,1.0812299,MANF,7.571004985930265e-07,0.8330935,FIBIN,2.185861242326752e-07,2.0403957,ACOT7,0.21248446032773358,0.84912616,CHAC2,0.29322384695399273,1.7349207,DCTN4,0.14882083999952825,3.0616462,TMEM252,0.33992842345813545,7.8771772,TM9SF2,0.28463505071487527,2.5580945,PCNT,0.3253387397045152,2.1703532,GEMIN2,0.28598762066706274,1.7217174
